time;assessment_time;outcome_type;comment;AUC;classifier;nObs;discretizeLabs;parameters;typeFeatureSelection;numFeaturesIn;featuresIn;numFeaturesSelected;featuresSelected;numFeaturesFinal;featuresFinal
04.08.2015 13:43;begin;1year;with bmi-> mauri;0.732167936;Generalized Linear Model;711;False;none;rfe;45;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;bmi;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";45;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;bmi;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";16;"(Intercept);age_10;cancer1;sexM;COPD_lung1;liver_disease1;`access_typefistula/graft_ready`;cardiovascular1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;bmilow;resulting_autonomylimited;`resulting_autonomyspecial care`;`age_10:cancer1`;`access_typefistula/graft_ready:cardiovascular1`;`access_typefistula/graft_ready:bmilow`"
04.08.2015 13:44;begin;1year;mauri improved;0.821162448;Generalized Linear Model;711;False;none;rfe;45;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;bmi;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";45;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;bmi;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";23;"(Intercept);pain1;creatinine;hypertension1;potassium;albumin;ethnicUnknown;ethnicWhite;age_10;cancer1;sexM;COPD_lung1;liver_disease1;`access_typefistula/graft_ready`;cardiovascular1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;bmilow;resulting_autonomylimited;`resulting_autonomyspecial care`;`age_10:cancer1`;`access_typefistula/graft_ready:cardiovascular1`;`access_typefistula/graft_ready:bmilow`"
04.08.2015 15:28;begin;6 months;after: more outcomes (half year, 3 months);0.835636952;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";19;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;hypertension1;dementia1;ulcer1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;pain1"
04.08.2015 15:41;begin;6 months;after: more outcomes (half year, 3 months);0.837107415;Random Forest;737;False;mtry6;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";35;"ethnic;sex;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;ulcer;cancer;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;multiple_needle_sticks;resulting_autonomy;age_10;liver_disease;access_type;pain;start_year";all previous;all previous
04.08.2015 15:55;begin;;after: more outcomes (half year, 3 months);0.828710988;Random Forest;737;False;mtry6;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";35;"ethnic;sex;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;ulcer;cancer;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_flow_poor;all_cramps;bp_problem;multiple_needle_sticks;nausea_vomiting;resulting_autonomy;age_10;liver_disease;access_type;pain;start_year";all previous;all previous
04.08.2015 16:06;begin;;after: more outcomes (half year, 3 months);0.837107415;Random Forest;737;False;mtry6;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";35;"ethnic;sex;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;ulcer;cancer;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;multiple_needle_sticks;resulting_autonomy;age_10;liver_disease;access_type;pain;start_year";all previous;all previous
04.08.2015 16:12;begin;;after: more outcomes (half year, 3 months);0.858444824;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";20;"(Intercept);ethnicUnknown;ethnicWhite;peripheral_artery_disease1;hypertension1;COPD_lung1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;multiple_needle_sticks1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
04.08.2015 16:17;begin;;after: more outcomes (half year, 3 months);0.858444824;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";20;"(Intercept);ethnicUnknown;ethnicWhite;peripheral_artery_disease1;hypertension1;COPD_lung1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;multiple_needle_sticks1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
04.08.2015 16:22;begin;6 months;after: more outcomes (half year, 3 months);0.858444824;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";20;"(Intercept);ethnicUnknown;ethnicWhite;peripheral_artery_disease1;hypertension1;COPD_lung1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;multiple_needle_sticks1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
04.08.2015 16:31;begin;6 months;after: more outcomes (half year, 3 months);0.837107415;Random Forest;737;False;mtry6;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";35;"ethnic;sex;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;ulcer;cancer;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;multiple_needle_sticks;resulting_autonomy;age_10;liver_disease;access_type;pain;start_year";all previous;all previous
06.08.2015 11:04;begin;1 year;after: more outcomes (half year, 3 months);0.849652153;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";21;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;hypertension1;dementia1;ulcer1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;hgb;albumin;potassium;creatinine;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
06.08.2015 11:08;begin;1 year;without start_year;0.835636952;Generalized Linear Model;737;False;none;rfe;43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";19;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;hypertension1;dementia1;ulcer1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;pain1"
06.08.2015 11:31;begin;1 year;without ethnic, but with start_year;0.788054526;Generalized Linear Model;737;False;none;rfe;43;"sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";43;"sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";15;"(Intercept);diabetes_with_compl1;cardiovascular1;hypertension1;ulcer1;albumin;potassium;creatinine;access_flow_poor1;bp_problem1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1"
06.08.2015 12:49;begin;1 year;with ethnic,start_year and cci = cont.;0.850643817;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";21;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;peripheral_artery_disease1;hypertension1;dementia1;ulcer1;cancer1;cci;hgb;albumin;potassium;creatinine;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
06.08.2015 12:52;begin;1 year;with ethnic,no start_year and cci = cont.;0.850643817;Generalized Linear Model;737;False;none;rfe;44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";44;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased;start_year";21;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;peripheral_artery_disease1;hypertension1;dementia1;ulcer1;cancer1;cci;hgb;albumin;potassium;creatinine;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1;start_year"
06.08.2015 12:52;begin;1 year;with ethnic,no start_year and cci = cont.;0.834501716;Generalized Linear Model;737;False;none;rfe;43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";17;"(Intercept);ethnicUnknown;ethnicWhite;hypertension1;dementia1;ulcer1;cancer1;cci;albumin;potassium;creatinine;epogen_usage1;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;pain1"
06.08.2015 13:02;begin;1 year;with ethnic,no start_year and cci = factor;0.835636952;Generalized Linear Model;737;False;none;rfe;43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";19;"(Intercept);ethnicUnknown;ethnicWhite;cardiovascular1;hypertension1;dementia1;ulcer1;primary_renal_diseasediabetes;primary_renal_diseasehypertension;primary_renal_diseasesystemic;albumin;potassium;creatinine;epogen_usage1;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;pain1"
07.08.2015 08:38;begin;1 year;no ethnic,no start_year and cci = cont.;0.787578798;Generalized Linear Model;737;False;none;rfe;42;"sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";42;"sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";18;"(Intercept);sexM;cardiovascular1;hypertension1;dementia1;ulcer1;cancer1;cci;albumin;potassium;creatinine;access_flow_poor1;bp_problem1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;`access_typefistula/graft_ready`;pain1"
07.08.2015 08:44;begin;1 year;with ethnic,no start_year and cci = cont.;0.834501716;Generalized Linear Model;737;False;none;rfe;43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";43;"ethnic;sex;diabetes_no_compl;diabetes_with_compl;chf;cardiovascular;peripheral_artery_disease;hypertension;COPD_lung;dementia;arthropathies;hepatitis_c;infarct;ulcer;cancer;benign_or_uncertain_tumor;cerebrovascular;cci;primary_renal_disease;hgb;albumin;calcium;calcXphosph;pth;potassium;creatinine;ferritin;epogen_usage;access_problem;access_flow_poor;all_cramps;bp_problem;arterial_press_decreased;multiple_needle_sticks;infiltration_needle;nausea_vomiting;headache;resulting_autonomy;age_10;liver_disease;access_type;pain;art_ven_pressure_increased";17;"(Intercept);ethnicUnknown;ethnicWhite;hypertension1;dementia1;ulcer1;cancer1;cci;albumin;potassium;creatinine;epogen_usage1;access_flow_poor1;resulting_autonomylimited;`resulting_autonomyspecial care`;age_10;liver_disease1;pain1"
